total_commits,total_authors,top_10_percent_contribution,top_20_percent_commits,top_30_percent_commits,top_50_percent_commits,retention_rates,yearly_new_authors,total_unique_authors,yearly_active_authors
5474,852,82.8827183047132,86.57289002557545,89.0938984289368,92.21775666788454,"{2010: 23.076923076923077, 2011: 15.789473684210526, 2012: 10.294117647058822, 2013: 10.81081081081081, 2014: 7.0588235294117645, 2015: 19.11764705882353, 2016: 11.76470588235294, 2017: 9.090909090909092, 2018: 7.042253521126761, 2019: 4.878048780487805, 2020: 12.727272727272727, 2021: 15.686274509803921, 2022: 8.47457627118644, 2023: 12.903225806451612, 2024: 5.263157894736842}","{2010: 39, 2011: 48, 2012: 59, 2013: 66, 2014: 73, 2015: 60, 2016: 100, 2017: 84, 2018: 61, 2019: 73, 2020: 49, 2021: 41, 2022: 49, 2023: 25, 2024: 14, 2025: 11}",852,"{2010: 39, 2011: 57, 2012: 68, 2013: 74, 2014: 85, 2015: 68, 2016: 119, 2017: 99, 2018: 71, 2019: 82, 2020: 55, 2021: 51, 2022: 59, 2023: 31, 2024: 19, 2025: 12}"
