year,retention_rate
2010,23.076923076923077
2011,15.789473684210526
2012,10.294117647058822
2013,10.81081081081081
2014,7.0588235294117645
2015,19.11764705882353
2016,11.76470588235294
2017,9.090909090909092
2018,7.042253521126761
2019,4.878048780487805
2020,12.727272727272727
2021,15.686274509803921
2022,8.47457627118644
2023,12.903225806451612
2024,5.263157894736842
